year_built,wn_site_eui,wn_source_eui,Latitude,Longitude
"1,896",183.4,277.5,40.819097,-73.944665
"1,980",122.8,165,40.821548,-73.944515
"2,003",61.4,137.2,40.822892,-73.942071
"2,006",94.9,199.4,40.823611,-73.942641
"2,005",81.2,127.1,40.824731,-73.941813
"2,007",56.8,95,40.825573,-73.941198
"1,910",95.1,115.2,40.826102,-73.939542
"1,910",55.8,73,40.827504,-73.938519
"1,983",70.3,104.1,40.826739,-73.940344
"1,930",111.1,148,40.819057,-73.946627
"1,914",111.1,154,40.820089,-73.946619
"1,930",158.6,251.7,40.823563,-73.944993
"1,965",76.1,111.6,40.821013,-73.945462
"1,900",139.2,210.8,40.823321,-73.945088
"2,001",102.8,197.4,40.823461,-73.943425
"1,956",125.5,161,40.823917,-73.944462
"1,920",109.2,137,40.824597,-73.943168
"1,906",Not Available,Not Available,40.825148,-73.942766
"1,930",163.9,214.3,40.82522,-73.942716
"1,920",89.9,129.5,40.826114,-73.942065
"1,910",Not Available,Not Available,40.826211,-73.943156
"1,917",71.5,93.4,40.829044,-73.93993
"1,920",72.7,108.4,40.829237,-73.940956
"1,916",77.7,111.6,40.821583,-73.948482
"1,916",89.4,116.6,40.821896,-73.948254
"1,915",110.8,136.2,40.822848,-73.947552
"1,930",77.9,106.9,40.823108,-73.947364
"1,920",104.2,142.6,40.82616,-73.945801
"1,924",Not Available,Not Available,,
"1,951",67.4,97.8,40.827328,-73.944253
"1,984",121.8,177.5,40.828536,-73.945181
"1,911",126.8,160.4,40.829724,-73.942618
"1,988",72.3,113.9,40.831164,-73.942038
"1,923",Not Available,Not Available,40.828993,-73.941159
"1,926",Not Available,Not Available,40.829685,-73.941845
"2,014",106.6,176.8,40.830516,-73.940507
"1,922",Not Available,Not Available,40.821966,-73.952477
"1,922",72.5,97.9,40.821952,-73.952463
"1,930",118.7,171.6,40.822973,-73.952961
"1,984",73,86.9,40.822231,-73.949818
"1,941",134.9,178.6,40.823008,-73.95067
"1,982",96.6,127.3,40.823978,-73.95223
"1,920",204.3,251.8,40.824163,-73.949043
"1,920",101.1,153.8,40.825596,-73.948489
"1,908",Not Available,Not Available,40.826576,-73.950328
"1,940",106.4,150.3,40.827816,-73.949427
"1,920",140.3,224.7,40.828058,-73.94925
"1,920",Not Available,Not Available,40.827796,-73.947707
"1,920",Not Available,Not Available,40.828539,-73.945206
"1,920",86.4,118.9,40.822426,-73.955996
"1,907",97.6,179.6,40.821481,-73.954071
"1,909",119,155.9,40.822988,-73.955671
"1,926",97.2,124.4,40.822853,-73.953741
"1,910",Not Available,Not Available,40.823048,-73.954211
"1,964",105.6,152.3,40.823647,-73.954431
"2,009",71.5,127.3,40.823578,-73.953488
"1,910",91.6,120.9,40.823448,-73.953181
"1,913",122.1,148.4,40.824058,-73.952729
"1,926",90.1,115.7,40.824173,-73.953007
"1,912",31.5,58.4,40.824563,-73.954163
"1,914",96.1,124.5,40.82492,-73.954123
"1,924",48.1,72.6,40.824691,-73.952291
"1,914",76.7,101.2,40.82512,-73.953892
"1,910",56.4,87.4,40.824804,-73.951652
"1,907",Not Available,Not Available,40.825234,-73.951337
"1,983",103.8,132.8,40.825608,-73.951062
"1,924",Not Available,Not Available,40.825934,-73.951383
"1,926",129.4,162.8,40.826519,-73.952445
"1,929",90.4,130.8,40.826571,-73.950826
"1,911",56.5,82.2,40.826851,-73.95217
"1,915",118,165.4,40.827202,-73.949897
"1,913",109.1,141.8,40.828717,-73.950536
"1,920",Not Available,Not Available,40.828593,-73.948885
"1,924",99.4,129.1,40.829428,-73.950116
"1,925",164.6,239.7,40.829864,-73.949823
"1,920",86.9,137,40.829271,-73.948389
"1,920",Not Available,Not Available,40.829757,-73.948544
"1,912",118.8,153,40.830084,-73.949761
"1,917",62.5,88.6,40.829507,-73.948219
"1,917",70.5,97.7,40.829946,-73.947897
"1,914",69.2,98.2,40.830451,-73.948254
"1,987",97.2,135.7,40.830751,-73.949515
"1,930",112.3,162.4,40.831069,-73.949421
"1,908",128,181,40.830322,-73.947626
"1,908",41.8,91.8,40.830684,-73.947358
"1,930",109,152.9,40.831379,-73.949334
"1,920",119.4,168.1,40.830944,-73.947166
"1,931",72.1,89.8,40.832194,-73.949417
"1,910",55.3,90.1,40.832015,-73.940993
"1,909",114.8,149.4,40.83227,-73.94091
"1,915",16.4,41.2,40.83191,-73.941048
"1,922",65.8,90.5,40.832484,-73.940841
"1,920",Not Available,Not Available,40.833008,-73.940418
"1,910",126,164.8,40.833206,-73.94062
"1,915",108.5,142.8,40.833633,-73.938755
"1,923",140.6,225.6,40.834822,-73.94059
"1,928",83.1,110.2,40.835098,-73.938226
"2,012",237.1,317.1,40.838855,-73.936791
"1,929",11.7,36.6,40.840567,-73.936392
"1,911",104,140.2,40.833205,-73.944805
"1,979",92,119.1,40.831999,-73.942685
"1,922",101.3,132.9,40.831815,-73.943545
"1,910",82.7,149.4,40.833831,-73.945036
"1,910",106.4,160.6,40.834772,-73.944345
"1,908",27,75.7,40.835016,-73.944167
"1,910",111.3,158.5,40.835617,-73.943729
"1,983",100.1,173.5,40.835215,-73.940333
"1,920",91.6,136.1,40.838105,-73.9399
"1,922",Not Available,Not Available,40.836274,-73.940401
"1,910",143.8,254.9,40.838712,-73.941468
"1,911",95.7,131.8,40.83802,-73.940703
"1,909",102.9,137.4,40.838014,-73.940731
"1,958",109,158.7,40.837333,-73.94006
"1,922",158.4,237.2,40.837103,-73.940497
"1,937",49.3,151,40.839441,-73.939118
"1,910",111.7,187.4,40.841785,-73.939163
"1,925",101.8,141.4,40.84241,-73.938743
"1,924",Not Available,Not Available,40.845063,-73.935719
"1,900",112.7,147.3,40.843945,-73.933949
"1,912",109.9,155.6,40.844518,-73.93353
"1,914",14.1,38.5,40.834302,-73.947919
"1,930",65.6,84.6,40.834398,-73.947821
"1,938",71,91.7,40.834787,-73.946852
"1,910",123.9,179.9,40.834366,-73.945599
"1,900",52.8,82.9,40.833743,-73.945343
"1,920",Not Available,Not Available,40.834968,-73.946693
"1,932",13.4,35.8,40.834184,-73.948396
"1,963",Not Available,Not Available,,
"1,920",18.8,52.2,40.835014,-73.946451
"1,926",79.5,104.6,40.834738,-73.947564
"1,900",Not Available,Not Available,40.835061,-73.946086
"1,931",103.5,135.1,40.834623,-73.947662
"1,921",118.2,148.4,40.836368,-73.946613
"1,920",119.1,148,40.836472,-73.946688
"1,920",138.8,164.7,40.836615,-73.946779
"1,941",67.7,94,,
"1,920",88.4,114.3,40.836079,-73.946179
"1,920",111.9,147.9,40.835072,-73.94536
"1,921",52.6,74.8,40.835618,-73.945652
"1,915",117.5,146.8,40.83614,-73.946251
"1,920",70.4,89.4,40.836686,-73.946797
"1,910",19.7,51.3,40.836487,-73.944542
"1,983",85.3,112.5,40.836732,-73.944444
"1,914",110.3,136.3,40.836721,-73.945384
"1,920",129,155.6,40.836804,-73.945586
"1,914",56.3,68.3,40.836886,-73.945785
"1,915",104,134.3,40.837781,-73.946857
"1,920",97,137.6,40.837687,-73.945773
"1,916",78.5,111.2,40.837597,-73.94556
"1,915",20.4,53.7,40.837506,-73.945343
"1,950",95.8,139,40.837497,-73.944143
"1,973",100,133.7,40.837275,-73.94423
"1,915",91.8,129.9,40.837481,-73.945238
"1,900",104,135.9,40.837586,-73.945488
"1,915",Not Available,Not Available,40.838127,-73.946517
"1,949",99.9,108.3,40.838377,-73.946123
"1,918",126.1,158.9,40.838192,-73.945014
"1,920",100.1,132.4,40.838118,-73.944837
"1,920",18.2,57.1,40.838126,-73.94389
"1,920",105,164,40.838367,-73.943792
"1,922",17.6,46.4,40.838121,-73.944797
"1,922",93.7,125.4,40.83822,-73.945028
"1,922",73.9,101,40.838824,-73.945635
"1,923",79.9,102.6,40.838834,-73.944627
"1,923",169.8,205.4,40.838738,-73.944395
"1,984",Not Available,Not Available,40.83851,-73.943738
"1,920",118.9,155.1,40.835489,-73.945583
"1,913",124.4,155.1,40.836031,-73.943454
"1,920",Not Available,Not Available,40.836273,-73.943274
"1,915",86.9,119.4,40.837228,-73.944223
"1,920",183.8,215.5,40.836858,-73.944372
"1,950",219.5,254.1,40.836707,-73.944433
"1,950",Not Available,Not Available,40.837406,-73.942441
"1,930",101.1,146.8,40.8379,-73.942083
"1,930",Not Available,Not Available,40.838694,-73.943644
"1,920",93.5,124.9,40.838858,-73.943579
"1,920",Not Available,Not Available,40.83824,-73.941837
"1,915",37.9,119.1,40.838583,-73.942036
"1,930",44.6,139.9,40.838655,-73.942202
"1,930",41.9,131.7,40.838704,-73.942321
"1,925",78.1,111.4,40.839391,-73.943368
"1,924",60.9,92.8,40.83978,-73.943216
"1,930",125.9,213.8,40.838731,-73.941475
"1,915",28,87.8,40.841843,-73.939741
"1,909",120.4,243.1,40.841222,-73.939677
"1,920",87.8,122.2,40.843219,-73.941797
"1,924",47.6,149.5,40.842795,-73.940124
"1,920",31.1,97.5,40.842724,-73.939954
"1,920",83.7,114.7,40.842052,-73.940189
"1,920",28.1,88.4,40.843307,-73.941757
"1,929",65.5,87.5,40.844157,-73.94142
"1,912",82.4,108.2,40.843595,-73.941522
"1,925",92.8,126.1,40.844795,-73.942381
"1,925",30.4,50.2,40.843686,-73.942783
"1,941",100,131.2,40.847136,-73.942353
"1,925",14.7,42.3,40.84775,-73.940557
"1,923",77,104.7,40.847579,-73.939642
"1,923",Not Available,Not Available,40.847376,-73.939726
"1,927",78.9,87.7,40.847544,-73.94064
"1,920",Not Available,Not Available,40.847561,-73.941637
"1,927",49.9,55.8,40.847448,-73.941066
"1,924",85.1,111.5,40.84711,-73.939834
"1,922",68.1,99.4,40.843846,-73.938775
"1,921",89.9,119.2,40.843619,-73.941475
"1,922",103.8,174.5,40.842556,-73.939253
"1,922",103,167.5,40.842861,-73.939224
"1,930",118.3,155.6,40.843858,-73.941283
"1,922",66,85.7,40.843594,-73.940036
"1,922",Not Available,Not Available,40.8435,-73.939129
"1,922",Not Available,Not Available,40.843555,-73.939118
"1,915",48.2,67.5,40.844481,-73.940859
"1,920",58.7,96.4,,
"1,924",127.3,196,40.843835,-73.939057
"1,920",138.2,207.8,40.844241,-73.938966
"1,920",Not Available,Not Available,40.845159,-73.940591
"1,924",84.6,121.9,40.846116,-73.940204
"1,929",98.6,131.2,40.847524,-73.939642
"1,920",Not Available,Not Available,40.846579,-73.938346
"1,925",Not Available,Not Available,40.846302,-73.938429
"1,925",123.5,175.5,40.845926,-73.938541
"1,930",112.7,156.7,40.845608,-73.938639
"1,930",95.7,131.3,40.844732,-73.938651
"1,910",109.2,149.5,40.844891,-73.936981
"1,920",91.4,144.1,40.846191,-73.93626
"1,978",115.2,156.8,40.845538,-73.936507
"1,930",85.6,108.4,40.846299,-73.938407
"2,001",49.6,134.8,40.847232,-73.938124
"1,910",116.6,147.8,40.848693,-73.929354
"1,969",149.8,262.4,40.849728,-73.92974
"1,956",200.2,296,40.850002,-73.929555
"1,963",99.5,153.6,40.850735,-73.929016
"1,960",231.8,269.1,40.850331,-73.92782
"1,938",Not Available,Not Available,40.85133,-73.928538
"1,939",125.4,168.7,40.851616,-73.928325
"1,939",146.9,177.9,40.851736,-73.927858
"1,938",149.2,178,40.851034,-73.928275
"1,962",96,124.6,40.851953,-73.928075
"1,936",107.5,143.3,40.852263,-73.927196
"1,921",100.2,135.7,40.851096,-73.927273
"1,964",148.8,207.6,40.847503,-73.935052
"1,935",80.5,145.6,40.848729,-73.934154
"1,923",Not Available,Not Available,40.848178,-73.930855
"1,962",115.6,167.6,40.850192,-73.929447
"1,912",Not Available,Not Available,40.851375,-73.930421
"1,924",101.7,140.1,40.853327,-73.930788
"1,924",94.3,133.2,40.853894,-73.928579
"1,924",134.8,170.5,40.853235,-73.929039
"1,915",83.6,130.4,40.855001,-73.929565
"1,925",142.9,197.3,40.857094,-73.927523
"1,926",148,187.6,40.856346,-73.926794
"1,975",70.1,186.9,40.849393,-73.933922
"1,910",68,103.9,40.849307,-73.936648
"1,920",76.7,125.5,40.84963,-73.936293
"1,920",66.9,107.4,40.850297,-73.935671
"1,920",91.1,124.7,40.851188,-73.933964
"1,927",102.7,143.5,40.852491,-73.933008
"1,920",78.5,82.6,40.852518,-73.931797
"1,949",Not Available,Not Available,40.853284,-73.932433
"1,924",134.3,174.8,40.85372,-73.932114
"1,900",88.4,98.1,40.854338,-73.931662
"1,913",145.6,242.5,40.855009,-73.929583
"1,920",85.4,113.1,40.854294,-73.931998
"1,930",74,99.7,40.855022,-73.933407
"1,925",60.4,83.4,40.855557,-73.933197
"1,925",96.2,148,40.858032,-73.931929
"1,925",115,183.4,40.85854,-73.931679
"1,920",84.8,119.4,40.858663,-73.931621
"1,920",112,156.1,40.858998,-73.930782
"1,920",85.5,109,40.858698,-73.93002
"1,963",104.8,144,40.857442,-73.92782
"1,961",100.7,132.6,40.857983,-73.927237
"1,920",98.4,126,40.858425,-73.928766
"1,959",80.2,113.5,40.859783,-73.927036
"1,912",21.4,56.8,40.856688,-73.929353
"1,912",110.1,147.1,40.856568,-73.929827
"1,920",97.1,133.6,40.855188,-73.931061
"1,925",94.8,137.8,40.854999,-73.931202
"1,915",111.1,146.8,40.854889,-73.931481
"1,925",110.5,147.3,40.854302,-73.931716
"1,925",Not Available,Not Available,40.857289,-73.928557
"1,963",78.3,109.5,40.857413,-73.929432
"1,927",101.1,139.3,40.858114,-73.931289
"1,942",80.7,106.4,40.859031,-73.930822
"1,929",124.1,164,40.859089,-73.927688
"1,928",122.2,159.4,40.858478,-73.928606
"1,961",37.6,72.9,40.858857,-73.929792
"1,937",93.3,125.5,40.860104,-73.931005
"1,925",102.1,140.8,40.861461,-73.929218
"1,989",116.2,161.2,40.860004,-73.929093
"1,929",98.4,160.9,40.860277,-73.926996
"1,923",149.6,206.6,40.862351,-73.929296
"1,923",117.2,163.6,40.862427,-73.929087
"1,920",87.3,140.1,40.862748,-73.928219
"1,905",204.1,576.8,,
"1,916",77.7,126,40.861029,-73.92633
"1,927",Not Available,Not Available,40.860524,-73.92769
"1,923",102.4,145.8,40.860531,-73.928597
"1,920",69.2,95.3,40.861397,-73.927826
"1,930",16.3,41.5,40.861093,-73.927628
"1,900",111.1,117.3,40.861098,-73.927609
"1,926",20.4,49.3,40.862067,-73.927229
"1,930",Not Available,Not Available,40.862012,-73.927167
"1,927",136.3,173.9,40.862563,-73.926509
"1,920",61,93,40.86175,-73.925967
"1,928",3.8,12,40.862326,-73.929553
"1,920",104.5,151.3,40.863155,-73.929628
"1,937",121.9,152.8,40.86338,-73.929509
"1,937",91.1,125.1,40.864088,-73.929403
"1,930",Not Available,Not Available,40.864231,-73.929273
"1,925",174.6,237.3,40.864258,-73.928636
"1,935",81.4,107.8,40.864749,-73.928712
"1,930",Not Available,Not Available,40.864895,-73.928437
"1,925",147.9,219.6,40.8651,-73.92805
"1,940",Not Available,Not Available,40.864885,-73.926864
"1,920",120,182,40.86314,-73.927213
"1,931",96,129.9,40.863476,-73.928608
"1,920",Not Available,Not Available,40.864175,-73.928561
"1,929",Not Available,Not Available,40.864554,-73.927783
"1,920",106.9,137.6,40.864213,-73.927537
"1,924",Not Available,Not Available,40.848449,-73.939291
"1,914",94.3,126.3,40.849667,-73.938787
"1,967",50,77.5,40.849603,-73.936738
"1,920",68.1,107.8,40.848429,-73.937907
"1,983",110.2,144.6,40.847609,-73.938258
"1,909",40.7,46.1,40.850304,-73.938516
"1,920",111.8,161.2,40.850362,-73.938494
"1,936",114.7,183.6,40.850682,-73.937528
"1,920",58.4,112.5,40.850567,-73.937124
"1,910",67.9,103.3,40.85049,-73.936842
"1,924",85.5,133.6,40.84962,-73.936734
"1,910",75.7,80,40.848142,-73.940408
"1,930",Not Available,Not Available,40.847999,-73.940296
"1,890",Not Available,Not Available,40.848068,-73.93945
"1,905",Not Available,Not Available,40.848562,-73.939273
"1,920",84,114.5,40.848461,-73.940303
"1,910",77.2,104,40.850192,-73.938584
"1,909",175.6,269,40.850598,-73.938421
"1,920",99.7,146.7,40.851053,-73.938829
"1,909",22.3,66,40.851329,-73.94008
"1,909",105.9,143,40.849401,-73.938932
"1,923",67.5,90.3,40.851368,-73.941157
"1,923",73.1,95.6,40.851318,-73.940434
"1,952",Not Available,Not Available,40.850852,-73.941616
"1,916",116.6,147.6,40.851706,-73.941829
"1,914",123.9,164.9,40.851563,-73.94158
"1,967",81.5,107.8,40.85472,-73.938765
"1,939",Not Available,Not Available,40.852218,-73.93992
"1,920",107.9,138.5,40.851817,-73.94004
"1,920",104.8,133.6,40.851647,-73.94009
"1,920",79.1,106.9,40.851365,-73.941085
"1,925",93.8,143.5,40.850957,-73.938421
"1,920",107.4,152.4,40.851103,-73.938941
"1,925",72.6,93.3,40.851778,-73.938981
"1,936",103.6,129.7,40.851945,-73.9379
"1,936",103.8,144,40.851435,-73.938095
"1,929",81.5,120.6,40.851287,-73.939635
"1,920",110.7,135.5,40.854468,-73.9381
"1,968",95.8,125.5,40.854772,-73.938005
"1,924",90.6,127.3,40.852121,-73.938868
"1,928",165.4,208,40.851784,-73.939002
"1,949",97.9,175.7,40.8545,-73.938067
"1,920",65.2,88,40.854157,-73.9372
"1,920",87.8,109.3,40.853899,-73.937283
"1,930",110.2,143.6,40.854901,-73.93849
"1,954",130.7,149.2,40.857137,-73.935751
"1,929",114.5,192,40.85567,-73.938044
"1,930",101.9,132.6,40.855947,-73.937679
"1,935",45.4,80.1,40.856649,-73.937151
"1,936",63.7,87.1,40.855554,-73.937979
"1,942",100.9,128.8,40.856981,-73.936894
"1,958",94.3,173.3,40.857801,-73.9351
"1,935",116.4,197,40.855886,-73.937701
"1,928",99.5,143.4,40.851539,-73.939096
"1,930",108.7,189.6,40.851407,-73.938081
"1,920",100.8,130.9,40.852365,-73.937737
"1,920",Not Available,Not Available,40.853139,-73.937497
"1,939",91.5,168.3,40.854217,-73.93716
"1,920",Not Available,Not Available,40.854607,-73.937037
"1,967",43.4,136.2,40.854252,-73.9363
"1,920",70.7,96.6,40.851889,-73.935951
"1,928",Not Available,Not Available,40.851631,-73.936082
"1,920",76.5,100.2,40.851206,-73.936295
"1,923",121.9,132.1,40.851994,-73.937224
"1,950",84.2,126.4,40.850728,-73.936509
"1,949",71.1,125,40.852267,-73.934679
"1,928",Not Available,Not Available,40.853856,-73.934937
"1,920",91.9,118.7,40.852405,-73.935893
"1,941",78.5,108.3,40.852976,-73.936438
"1,939",62,89.3,40.853717,-73.936018
"1,939",Not Available,Not Available,40.853225,-73.935274
"1,957",97.3,136.1,40.852806,-73.935488
"1,940",94.8,120.2,40.853736,-73.936018
"1,940",85.2,113.9,40.854313,-73.93626
"1,940",127.6,157.5,40.854763,-73.935555
"1,939",93.1,120.1,40.854188,-73.934792
"1,949",211.7,239.1,40.853733,-73.935021
"1,940",81.8,107.9,40.853629,-73.935635
"1,940",110.4,145.3,40.854781,-73.933509
"1,951",65.8,80.6,40.854907,-73.934481
"1,941",60.8,64,40.855067,-73.934448
"1,937",108.7,140.2,40.855469,-73.936747
"1,955",77.4,115.9,40.855196,-73.935887
"1,928",127.5,160.9,40.856083,-73.936349
"1,920",194.3,224.2,40.856432,-73.936092
"1,942",102.3,180.1,40.856966,-73.935093
"1,941",62,67.7,40.856777,-73.935835
"1,963",114.6,152.7,40.855874,-73.935485
"1,932",Not Available,Not Available,40.856172,-73.934035
"1,937",86.1,110.8,40.856472,-73.933865
"1,928",72.9,81.1,40.855513,-73.93324
"1,940",112.9,144.6,40.855799,-73.93418
"1,960",77.1,115.9,40.856285,-73.933948
"1,939",100.4,136.2,40.85659,-73.933778
"1,963",117.4,152.9,40.856573,-73.932961
"1,920",Not Available,Not Available,40.857176,-73.9324
"2,008",39.1,89.5,40.857426,-73.93227
"1,940",81.4,115.6,40.857651,-73.93322
"1,930",87.9,116.1,40.857399,-73.933354
"1,950",Not Available,Not Available,40.856936,-73.934952
"1,940",103.4,145,40.857279,-73.935469
"1,949",93.3,118.8,40.857463,-73.935331
"1,951",86.3,111.3,40.858825,-73.931567
"2,005",73.4,120,40.85473,-73.935446
"1,946",116.6,154.9,40.863219,-73.918056
"1,946",18.2,47.8,40.862651,-73.918606
"1,972",104.2,156.3,40.875121,-73.912461
"1,923",16.6,37.6,40.877739,-73.908542
"1,939",Not Available,Not Available,40.877059,-73.909248
"1,925",Not Available,Not Available,40.875146,-73.912154
"1,926",90,120.4,40.875884,-73.912453
"1,925",133.3,200.5,40.87673,-73.909751
"1,927",138.9,178.6,40.874862,-73.910845
"1,937",117.4,150.4,40.874871,-73.911702
"1,945",Not Available,Not Available,40.875573,-73.911568
"1,950",152.8,190.5,40.876181,-73.909426
"1,930",91.1,123.9,40.876455,-73.9085
"1,930",107.6,144.5,40.876301,-73.908479
"2,004",86.1,263.7,40.873644,-73.907962
"1,924",98.1,137.6,40.862186,-73.925107
"1,926",80.8,115.9,40.86309,-73.92294
"1,964",90.3,127.2,40.863179,-73.920481
"2,006",92.7,151.8,40.862659,-73.921856
"1,927",Not Available,Not Available,40.864261,-73.920824
"1,926",152.1,206.2,40.863682,-73.920962
"1,930",Not Available,Not Available,40.863806,-73.925358
"1,981",57.8,76.1,40.862801,-73.924809
"1,925",95,138.3,40.864765,-73.922764
"1,925",70.7,104.3,40.864561,-73.92155
"1,925",59.1,89.4,40.863776,-73.922187
"1,925",49,89.4,40.865197,-73.921593
"1,925",17.9,48.7,40.865381,-73.921101
"1,920",118.6,184.5,40.865369,-73.919734
"1,920",137,216.9,40.864954,-73.919467
"1,935",121.5,159,40.864494,-73.920245
"1,939",Not Available,Not Available,40.864395,-73.920509
"1,927",97.6,144.1,40.866008,-73.919401
"1,927",147.9,209.7,40.866104,-73.919144
"1,930",136.1,175,40.865561,-73.92383
"1,900",113.6,119.6,40.865706,-73.923436
"1,981",91.6,135.1,40.865491,-73.920851
"1,928",126.2,163.2,40.867248,-73.917606
"1,925",82.1,123.8,40.86822,-73.918241
"1,925",82.4,122.6,40.868536,-73.918407
"1,960",56.9,155,40.868911,-73.917524
"1,925",84.6,107.5,40.866433,-73.921526
"1,925",84.6,107.5,40.866276,-73.921942
"1,928",100.8,137.8,40.865679,-73.926892
"1,925",Not Available,Not Available,40.866324,-73.927868
"1,925",Not Available,Not Available,40.866557,-73.927538
"1,930",41.2,74.7,40.866884,-73.927079
"1,925",134.3,188.1,40.866408,-73.92581
"1,952",Not Available,Not Available,40.866814,-73.925297
"1,929",Not Available,Not Available,40.866769,-73.923825
"1,931",87.5,125.4,40.867338,-73.924971
"1,937",70.3,96.6,40.868097,-73.922862
"1,925",75.2,105.3,40.867946,-73.923289
"1,936",94.6,129.6,40.868278,-73.922308
"1,932",24.8,76.6,40.867413,-73.922024
"1,937",Not Available,Not Available,40.869427,-73.921562
"1,925",74.4,98.4,40.869198,-73.92046
"1,937",89.8,125.9,40.868672,-73.921209
"1,929",86.5,122.3,40.869199,-73.916989
"1,925",13.1,31.9,40.8698,-73.917635
"1,924",59.3,84.3,40.871075,-73.919141
"1,939",66,90,40.870401,-73.916644
"1,939",96,135.5,40.870584,-73.916394
"1,939",73,100.2,40.870768,-73.916141
"1,939",73,98.7,40.87131,-73.917366
"1,939",72.2,96.2,40.871101,-73.917655
"1,925",32.1,80,40.869396,-73.916616
"1,925",Not Available,Not Available,40.871734,-73.915391
"1,951",65.1,93.6,40.871912,-73.915817
"1,956",91.1,121.2,40.870497,-73.916485
"1,941",27.4,86.1,40.870332,-73.916705
"1,925",86.7,103.5,40.870379,-73.917269
"1,939",73.8,101.2,40.871766,-73.918157
"1,927",93,124.7,40.871887,-73.917994
"1,937",85.4,112.7,40.871104,-73.917681
"1,921",17.8,32.3,40.871283,-73.914278
"1,991",241.2,481,40.872385,-73.912668
"1,910",89.8,115.6,40.86568,-73.928873
"1,920",Not Available,Not Available,40.866188,-73.930131
"1,927",98.6,129.2,40.866383,-73.930384
"1,920",112.6,142.8,40.86676,-73.930915
"1,925",Not Available,Not Available,40.86695,-73.928417
"1,925",93,123.4,40.867244,-73.927997
"1,926",102.9,137.6,40.8669,-73.927086
"1,926",93.2,125.4,40.8667,-73.927368
"1,925",Not Available,Not Available,40.866335,-73.927882
"1,935",67.1,95.6,40.868055,-73.926843
"1,930",117.2,147.2,40.868076,-73.925114
"1,938",Not Available,Not Available,40.867882,-73.925639
"1,920",95,122.9,40.868764,-73.923244
"1,937",86.3,117.1,40.868274,-73.924586
"1,930",13.7,37,40.871852,-73.918981
"1,953",87.4,114.8,40.872631,-73.918951
"1,938",95,136.8,40.872899,-73.918181
"1,926",Not Available,Not Available,40.872026,-73.917831
"1,966",76.6,101.7,40.871728,-73.91824
"1,967",87.5,240.6,40.803285,-73.921174
"1,977",Not Available,Not Available,40.810674,-73.917405
"1,977",Not Available,Not Available,40.812171,-73.916081
"1,977",Not Available,Not Available,40.811865,-73.914362
"1,973",48.4,143.2,40.812717,-73.915369
"1,913",Not Available,Not Available,40.804391,-73.9217
"1,924",12.9,31.9,40.804746,-73.922527
"1,972",76.9,129.3,40.807946,-73.922249
"1,910",110.1,149.5,40.808626,-73.921771
"1,929",52,163.3,40.809294,-73.922739
"1,983",84.5,125.2,40.808373,-73.921129
"1,996",5.5,17.2,40.808615,-73.921699
"2,000",22.9,39.8,40.811299,-73.917061
"1,905",117.2,165,40.813828,-73.918499
"1,969",Not Available,Not Available,40.814478,-73.918076
"1,887",81.7,123.5,40.814678,-73.916598
"1,931",84.1,211.8,40.816133,-73.917503
"2,015",33.4,86.5,40.815363,-73.915947
"2,009",54,69.8,40.805703,-73.925372
"1,920",70.2,141.4,40.807517,-73.929123
"1,931",3.2,9.5,40.807415,-73.928882
"1,931",65.3,123,40.807214,-73.928405
"1,920",48.2,101,40.807896,-73.929394
"2,001",7,19.8,40.810699,-73.931313
"1,928",29.9,52.6,40.808492,-73.930665
"1,930",46.7,100.3,40.816241,-73.918355
"1,931",Not Available,Not Available,40.815709,-73.919256
"1,908",121,261.4,40.816205,-73.918153
"1,931",99.6,230.3,40.81667,-73.919959
"1,974",96.3,232.2,40.818339,-73.924874
"1,926",168.2,455.7,40.813987,-73.926277
"1,922",26.3,29,40.816951,-73.929876
"1,928",40.6,80.3,40.816014,-73.928428
"1,956",Not Available,Not Available,40.820512,-73.927054
"1,930",78.3,123.9,40.82063,-73.927115
"2,006",16.8,36.7,40.814007,-73.93132
"2,000",7.2,22.7,40.816613,-73.930165
"1,952",Not Available,Not Available,40.820072,-73.929818
"1,951",Not Available,Not Available,40.823861,-73.928008
"2,006",78.9,223.8,40.823467,-73.931
"2,012",50,73.1,40.81914,-73.912535
"1,993",104.6,149.3,,
"1,937",6.7,14.6,40.817685,-73.915402
"2,008",87,273.2,40.818727,-73.914241
"2,006",208.2,378.1,40.819224,-73.913785
"2,009",86,165.4,40.821382,-73.911737
"2,006",79.7,133.5,40.820332,-73.912916
"2,009",39.9,125.4,40.823702,-73.91194
"2,009",66.6,96.9,40.823077,-73.910044
"2,008",65,103.5,40.824215,-73.90919
"2,008",71.5,115.4,40.824259,-73.90932
"2,008",69.5,110.8,40.82351,-73.909046
"2,003",73.3,116.3,40.82572,-73.909531
"2,014",49.9,81,40.826582,-73.909505
"2,007",77.6,139,40.825809,-73.908017
"2,007",78.4,122.8,40.826743,-73.908543
"2,008",Not Available,Not Available,40.828818,-73.908269
"2,000",73.1,119.9,40.829837,-73.906407
"1,991",63.1,154.1,40.816769,-73.916527
"2,004",95.5,166.6,40.821431,-73.915289
"2,008",58.7,96.2,40.820547,-73.91451
"2,007",83.7,135,40.820431,-73.912873
"2,004",76,129.2,40.822205,-73.914544
"2,005",78.1,118.6,40.821363,-73.912258
"2,000",99.6,162.6,40.821605,-73.912102
"2,002",68,118.3,40.822433,-73.911635
"2,005",96.3,144.4,40.823282,-73.912443
